State,Sector,Year,Employment (2012=100),Employment (percent change),Hourly labor compensation (2012=100),Hourly labor compensation (percent change),Hourly labor compensation cost ($/hour),Hourly labor compensation cost (percent change),Hours (2012=100),Hours (percent change),Implicit output deflator (2012=100),Implicit output deflator (percent change),Labor compensation (2012=100),Labor compensation (percent change),Labor compensation cost (million $),Labor compensation cost (percent change),Labor productivity (2012=100),Labor productivity (percent change),Number of employees (percent change),Number of employees (thousands),Number of hours (millions),Number of hours (percent change),Output (2012=100),Output (percent change),Output per employee (2012=100),Output per employee (percent change),Real hourly labor compensation (2012=100),Real hourly labor compensation (percent change),Real hourly labor compensation cost ($/hour),Real hourly labor compensation cost (percent change),Real labor compensation (2012=100),Real labor compensation (percent change),Real labor compensation cost (million $),Real labor compensation cost (percent change),Unit labor cost (2012=100),Unit labor cost (percent change),Value of production (million $),Value of production (percent change)
New Mexico,Private Nonfarm,2008,107.206,-1.8,89.964,2.6,26.452,2.6,109.729,0.8,100.077,5.4,98.716,3.4,32912.603,3.4,89.643,-2.1,-1.8,727.652,1244.262,0.8,98.364,-1.4,91.752,0.5,96.748,-1.3,30.043,-1.3,106.161,-0.5,37381.361,-0.5,100.358,4.8,58331.185,4.0
New Mexico,Private Nonfarm,2009,101.7,-5.1,91.383,1.6,26.869,1.6,103.337,-5.8,93.74,-6.3,94.433,-4.3,31484.485,-4.3,97.429,8.7,-5.1,690.275,1171.783,-5.8,100.68,2.4,98.997,7.9,98.594,1.9,30.616,1.9,101.884,-4.0,35875.452,-4.0,93.795,-6.5,55923.904,-4.1
New Mexico,Private Nonfarm,2010,98.181,-3.5,94.377,3.3,27.749,3.3,98.671,-4.5,97.049,3.5,93.123,-1.4,31047.741,-1.4,99.981,2.6,-3.5,666.396,1118.872,-4.5,98.653,-2.0,100.48,1.5,99.91,1.3,31.025,1.3,98.582,-3.2,34712.601,-3.2,94.395,0.6,56732.231,1.4
New Mexico,Private Nonfarm,2011,99.56,1.4,96.457,2.2,28.361,2.2,100.092,1.4,99.891,2.9,96.546,3.7,32188.893,3.7,98.523,-1.5,1.4,675.755,1134.988,1.4,98.614,0.0,99.049,-1.4,98.282,-1.6,30.519,-1.6,98.372,-0.2,34638.807,-0.2,97.903,3.7,58370.235,2.9
New Mexico,Private Nonfarm,2012,100.0,0.4,100.0,3.7,29.402,3.7,100.0,-0.1,100.0,0.1,100.0,3.6,33340.63,3.6,100.0,1.5,0.4,678.739,1133.944,-0.1,100.0,1.4,100.0,1.0,100.0,1.7,31.053,1.7,100.0,1.7,35212.01,1.7,100.0,2.1,59255.79,1.5
New Mexico,Private Nonfarm,2013,101.338,1.3,99.712,-0.3,29.318,-0.3,101.857,1.9,102.049,2.0,101.564,1.6,33862.018,1.6,97.244,-2.8,1.3,687.819,1155.006,1.9,99.05,-1.0,97.743,-2.3,97.947,-2.1,30.415,-2.1,99.767,-0.2,35129.854,-0.2,102.538,2.5,59895.936,1.1
New Mexico,Private Nonfarm,2014,101.569,0.2,102.597,2.9,30.166,2.9,100.677,-1.2,103.09,1.0,103.292,1.7,34438.13,1.7,102.969,5.9,0.2,689.388,1141.618,-1.2,103.666,4.7,102.064,4.4,99.729,1.8,30.969,1.8,100.404,0.6,35354.219,0.6,99.639,-2.8,63325.923,5.7
New Mexico,Private Nonfarm,2015,102.133,0.6,106.411,3.7,31.287,3.7,100.361,-0.3,96.737,-6.2,106.794,3.4,35605.917,3.4,107.196,4.1,0.6,693.216,1138.034,-0.3,107.583,3.8,105.336,3.2,104.259,4.5,32.375,4.5,104.635,4.2,36844.011,4.2,99.267,-0.4,61669.28,-2.6
New Mexico,Private Nonfarm,2016,102.622,0.5,108.482,1.9,31.896,1.9,98.942,-1.4,96.417,-0.3,107.334,0.5,35785.883,0.5,107.986,0.7,0.5,696.535,1121.947,-1.4,106.844,-0.7,104.114,-1.2,106.633,2.3,33.112,2.3,105.505,0.8,37150.408,0.8,100.459,1.2,61042.343,-1.0
New Mexico,Private Nonfarm,2017,104.749,2.1,108.87,0.4,32.01,0.4,101.242,2.3,100.222,3.9,110.221,2.7,36748.512,2.7,106.047,-1.8,2.1,710.971,1148.024,2.3,107.363,0.5,102.496,-1.6,104.796,-1.7,32.542,-1.7,106.097,0.6,37359.029,0.6,102.662,2.2,63760.525,4.5
New Mexico,Private Nonfarm,2018,106.992,2.1,112.302,3.2,33.019,3.2,103.901,2.6,104.602,4.4,116.684,5.9,38903.033,5.9,107.276,1.2,2.1,726.198,1178.185,2.6,111.461,3.8,104.177,1.6,107.14,2.2,33.27,2.2,111.32,4.9,39198.016,4.9,104.685,2.0,69086.907,8.4
New Mexico,Private Nonfarm,2019,107.382,0.4,116.864,4.1,34.361,4.1,104.819,0.9,103.261,-1.3,122.495,5.0,40840.726,5.0,111.301,3.8,0.4,728.843,1188.588,0.9,116.665,4.7,108.645,4.3,109.511,2.2,34.006,2.2,114.789,3.1,40419.349,3.1,104.998,0.3,71384.636,3.3
New York,Private Nonfarm,2007,99.42,,95.493,,44.346,,99.908,,92.714,,95.406,,569430.028,,90.111,,,7789.535,12840.586,,90.028,,90.553,,106.191,,42.912,,106.094,,551018.339,,105.973,,894409.713,
New York,Private Nonfarm,2008,99.991,0.6,96.75,1.3,44.93,1.3,100.386,0.5,93.753,1.1,97.123,1.8,579681.399,1.8,86.336,-4.2,0.6,7834.293,12901.974,0.5,86.67,-3.7,86.677,-4.3,103.569,-2.5,41.853,-2.5,103.969,-2.0,539981.539,-2.0,112.062,5.7,870693.535,-2.7
New York,Private Nonfarm,2009,96.914,-3.1,93.599,-3.3,43.467,-3.3,96.194,-4.2,94.04,0.3,90.037,-7.3,537387.31,-7.3,94.721,9.7,-3.1,7593.202,12363.223,-4.2,91.116,5.1,94.017,8.5,100.347,-3.1,40.551,-3.1,96.528,-7.2,501338.302,-7.2,98.816,-11.8,918161.297,5.5
New York,Private Nonfarm,2010,96.793,-0.1,96.786,3.4,44.946,3.4,96.569,0.4,95.428,1.5,93.465,3.8,557846.07,3.8,98.577,4.1,-0.1,7583.683,12411.392,0.4,95.194,4.5,98.349,4.6,102.116,1.8,41.266,1.8,98.613,2.2,512165.342,2.2,98.183,-0.6,973428.751,6.0
New York,Private Nonfarm,2011,98.377,1.6,98.286,1.5,45.643,1.6,98.588,2.1,97.226,1.9,96.898,3.7,578336.645,3.7,96.643,-2.0,1.6,7707.852,12670.842,2.1,95.279,0.1,96.85,-1.5,100.549,-1.5,40.632,-1.5,99.129,0.5,514846.801,0.5,101.7,3.6,992640.971,2.0
New York,Private Nonfarm,2012,100.0,1.6,100.0,1.7,46.439,1.7,100.0,1.4,100.0,2.9,100.0,3.2,596850.622,3.2,100.0,3.5,1.6,7834.99,12852.36,1.4,100.0,5.0,100.0,3.3,100.0,-0.5,40.41,-0.5,100.0,0.9,519370.13,0.9,100.0,-1.7,1071555.298,7.9
New York,Private Nonfarm,2013,102.511,2.5,100.702,0.7,46.765,0.7,102.079,2.1,102.69,2.7,102.795,2.8,613533.146,2.8,97.448,-2.6,2.5,8031.734,13119.544,2.1,99.474,-0.5,97.037,-3.0,99.318,-0.7,40.135,-0.7,101.383,1.4,526552.83,1.4,103.339,3.3,1094593.608,2.1
New York,Private Nonfarm,2014,104.533,2.0,104.982,4.3,48.752,4.2,103.61,1.5,105.8,3.0,108.772,5.8,649204.952,5.8,98.713,1.3,2.0,8190.152,13316.351,1.5,102.277,2.8,97.841,0.8,101.373,2.1,40.965,2.1,105.032,3.6,545506.754,3.6,106.351,2.9,1159517.971,5.9
New York,Private Nonfarm,2015,107.27,2.6,107.443,2.3,49.895,2.3,106.859,3.1,108.323,2.4,114.812,5.6,685257.608,5.6,98.217,-0.5,2.6,8404.608,13733.892,3.1,104.953,2.6,97.84,0.0,103.492,2.1,41.821,2.1,110.59,5.3,574371.493,5.3,109.394,2.9,1218236.711,5.1
New York,Private Nonfarm,2016,108.638,1.3,108.621,1.1,50.442,1.1,107.271,0.4,110.768,2.3,116.519,1.5,695443.138,1.5,99.231,1.0,1.3,8511.754,13786.866,0.4,106.446,1.4,97.982,0.1,102.866,-0.6,41.569,-0.6,110.346,-0.2,573102.713,-0.2,109.463,0.1,1263441.834,3.7
New York,Private Nonfarm,2017,109.941,1.2,113.463,4.5,52.691,4.5,107.981,0.7,112.933,2.0,122.518,5.1,731248.871,5.1,100.615,1.4,1.2,8613.877,13878.079,0.7,108.644,2.1,98.821,0.9,105.587,2.6,42.668,2.6,114.014,3.3,592154.466,3.3,112.77,3.0,1314748.572,4.1
New York,Private Nonfarm,2018,111.462,1.4,116.615,2.8,54.155,2.8,108.987,0.9,116.132,2.8,127.096,3.7,758574.096,3.7,100.308,-0.3,1.4,8733.062,14007.459,0.9,109.323,0.6,98.081,-0.7,105.679,0.1,42.706,0.1,115.177,1.0,598196.715,1.0,116.257,3.1,1360433.996,3.5
New York,Private Nonfarm,2019,112.518,0.9,121.821,4.5,56.572,4.5,108.968,0.0,118.073,1.7,132.745,4.4,792290.779,4.4,102.566,2.3,0.9,8815.759,14004.924,0.0,111.763,2.2,99.33,1.3,108.435,2.6,43.819,2.6,118.16,2.6,613685.493,2.6,118.773,2.2,1414050.115,3.9
North Carolina,Private Nonfarm,2007,105.973,,88.645,,28.939,,106.409,,91.12,,94.326,,183867.492,,94.27,,,3776.231,6353.516,,100.312,,94.658,,98.083,,35.035,,104.37,,222596.4,,94.033,,315736.179,
North Carolina,Private Nonfarm,2008,104.17,-1.7,91.61,3.3,29.908,3.3,103.081,-3.1,92.617,1.6,94.433,0.1,184074.806,0.1,99.05,5.1,-1.7,3711.993,6154.797,-3.1,102.102,1.8,98.015,3.5,97.577,-0.5,34.854,-0.5,100.584,-3.6,214521.781,-3.6,92.488,-1.6,326653.169,3.5
North Carolina,Private Nonfarm,2009,97.568,-6.3,94.117,2.7,30.726,2.7,94.748,-8.1,95.609,3.2,89.174,-5.6,173824.317,-5.6,101.131,2.1,-6.3,3476.749,5657.251,-8.1,95.819,-6.2,98.207,0.2,100.464,3.0,35.885,3.0,95.187,-5.4,203012.924,-5.4,93.065,0.6,316454.398,-3.1
North Carolina,Private Nonfarm,2010,96.184,-1.4,96.362,2.4,31.459,2.4,94.502,-0.3,95.825,0.2,91.064,2.1,177509.427,2.1,103.179,2.0,-1.4,3427.43,5642.571,-0.3,97.507,1.8,101.375,3.2,102.027,1.6,36.444,1.6,96.417,1.3,205635.898,1.3,93.393,0.4,322755.694,2.0
North Carolina,Private Nonfarm,2011,98.681,2.6,97.39,1.1,31.795,1.1,97.016,2.7,97.054,1.3,94.484,3.8,184174.78,3.8,102.455,-0.7,2.6,3516.388,5792.644,2.7,99.397,1.9,100.726,-0.6,99.764,-2.2,35.635,-2.2,96.787,0.4,206423.365,0.4,95.057,1.8,333232.891,3.2
North Carolina,Private Nonfarm,2012,100.0,1.3,100.0,2.7,32.647,2.7,100.0,3.1,100.0,3.0,100.0,5.8,194927.337,5.8,100.0,-2.4,1.3,3563.401,5970.84,3.1,100.0,0.6,100.0,-0.7,100.0,0.2,35.72,0.2,100.0,3.3,213277.008,3.3,100.0,5.2,345429.642,3.7
North Carolina,Private Nonfarm,2013,101.514,1.5,100.628,0.6,32.851,0.6,100.901,0.9,102.137,2.1,101.535,1.5,197918.681,1.5,100.914,0.9,1.5,3617.343,6024.653,0.9,101.824,1.8,100.305,0.3,99.051,-0.9,35.381,-0.9,99.944,-0.1,213157.445,-0.1,99.716,-0.3,359246.482,4.0
North Carolina,Private Nonfarm,2014,103.435,1.9,104.424,3.8,34.091,3.8,102.974,2.1,104.481,2.3,107.53,5.9,209605.611,5.9,101.583,0.7,1.9,3685.795,6148.418,2.1,104.605,2.7,101.131,0.8,101.516,2.5,36.261,2.5,104.536,4.6,222950.461,4.6,102.797,3.1,377525.595,5.1
North Carolina,Private Nonfarm,2015,107.04,3.5,107.309,2.8,35.033,2.8,106.526,3.4,107.303,2.7,114.312,6.3,222825.493,6.3,101.765,0.2,3.5,3814.26,6360.522,3.4,108.406,3.6,101.276,0.1,104.38,2.8,37.284,2.8,111.192,6.4,237146.986,6.4,105.448,2.6,401812.301,6.4
North Carolina,Private Nonfarm,2016,109.884,2.7,108.814,1.4,35.524,1.4,108.791,2.1,109.467,2.0,118.38,3.6,230755.467,3.6,101.064,-0.7,2.7,3915.61,6495.731,2.1,109.949,1.4,100.059,-1.2,104.488,0.1,37.323,0.1,113.674,2.2,242440.427,2.2,107.669,2.1,415748.893,3.5
North Carolina,Private Nonfarm,2017,110.824,0.9,111.808,2.8,36.501,2.8,110.333,1.4,110.892,1.3,123.361,4.2,240463.678,4.2,101.915,0.8,0.9,3949.116,6587.785,1.4,112.446,2.3,101.463,1.4,104.793,0.3,37.432,0.3,115.621,1.7,246593.601,1.7,109.707,1.9,430727.203,3.6
North Carolina,Private Nonfarm,2018,113.364,2.3,116.039,3.8,37.883,3.8,112.831,2.3,113.221,2.1,130.928,6.1,255213.881,6.1,102.534,0.6,2.3,4039.631,6736.941,2.3,115.689,2.9,102.051,0.6,106.045,1.2,37.879,1.2,119.651,3.5,255188.211,3.5,113.172,3.2,452461.779,5.0
North Carolina,Private Nonfarm,2019,116.697,2.9,120.087,3.5,39.204,3.5,115.736,2.6,115.165,1.7,138.984,6.2,270918.397,6.2,102.658,0.1,2.9,4158.398,6910.404,2.6,118.812,2.7,101.812,-0.2,107.795,1.7,38.504,1.6,124.757,4.3,266078.665,4.3,116.978,3.4,472652.657,4.5
North Dakota,Private Nonfarm,2007,81.839,,76.802,,25.188,,77.054,,91.356,,59.179,,12451.351,,74.61,,,308.223,494.331,,57.49,,70.248,,87.666,,31.7,,67.55,,15670.188,,102.938,,20671.047,
North Dakota,Private Nonfarm,2008,85.118,4.0,82.74,7.7,27.136,7.7,78.897,2.4,93.875,2.8,65.28,10.3,13734.954,10.3,78.785,5.6,4.0,320.573,506.157,2.4,62.159,8.1,73.027,4.0,90.916,3.7,32.875,3.7,71.73,6.2,16639.827,6.2,105.021,2.0,22966.228,11.1
North Dakota,Private Nonfarm,2009,82.831,-2.7,86.211,4.2,28.274,4.2,75.714,-4.0,94.267,0.4,65.274,0.0,13733.672,0.0,82.954,5.3,-2.7,311.96,485.735,-4.0,62.808,1.0,75.826,3.8,94.503,3.9,34.172,3.9,71.552,-0.2,16598.523,-0.2,103.926,-1.0,23302.77,1.5
North Dakota,Private Nonfarm,2010,85.348,3.0,89.345,3.6,29.302,3.6,79.526,5.0,95.927,1.8,71.052,8.9,14949.488,8.9,86.999,4.9,3.0,321.439,510.189,5.0,69.187,10.2,81.064,6.9,96.085,1.7,34.744,1.7,76.412,6.8,17725.96,6.8,102.696,-1.2,26121.552,12.1
North Dakota,Private Nonfarm,2011,91.464,7.2,93.907,5.1,30.798,5.1,89.077,12.0,98.346,2.5,83.65,17.7,17600.104,17.7,90.875,4.5,7.2,344.473,571.467,12.0,80.949,17.0,88.504,9.2,97.377,1.3,35.211,1.3,86.741,13.5,20122.066,13.5,103.337,0.6,31332.905,20.0
North Dakota,Private Nonfarm,2012,100.0,9.3,100.0,6.5,32.796,6.5,100.0,12.3,100.0,1.7,100.0,19.5,21040.155,19.5,100.0,10.0,9.3,376.621,641.541,12.3,100.0,23.5,100.0,13.0,100.0,2.7,36.16,2.7,100.0,15.3,23197.873,15.3,100.0,-3.2,39358.138,25.6
North Dakota,Private Nonfarm,2013,103.842,3.8,102.798,2.8,33.714,2.8,105.204,5.2,102.484,2.5,108.148,8.1,22754.407,8.1,101.921,1.9,3.8,391.092,674.926,5.2,107.225,7.2,103.257,3.3,100.525,0.5,36.349,0.5,105.756,5.8,24533.109,5.8,100.861,0.9,43249.906,9.9
North Dakota,Private Nonfarm,2014,107.534,3.6,109.728,6.7,35.987,6.7,109.389,4.0,104.212,1.7,120.029,11.0,25254.388,11.0,107.07,5.1,3.6,404.995,701.773,4.0,117.122,9.2,108.917,5.5,105.626,5.1,38.194,5.1,115.543,9.3,26803.594,9.3,102.482,1.6,48039.061,11.1
North Dakota,Private Nonfarm,2015,105.014,-2.3,111.166,1.3,36.458,1.3,104.384,-4.6,100.491,-3.6,116.04,-3.3,24415.036,-3.3,106.627,-0.4,-2.3,395.503,669.668,-4.6,111.302,-5.0,105.988,-2.7,106.374,0.7,38.464,0.7,111.037,-3.9,25758.295,-3.9,104.257,1.7,44021.277,-8.4
North Dakota,Private Nonfarm,2016,99.442,-5.3,110.622,-0.5,36.28,-0.5,96.877,-7.2,100.517,0.0,107.168,-7.6,22548.214,-7.6,103.014,-3.4,-5.3,374.519,621.505,-7.2,99.797,-10.3,100.357,-5.3,105.298,-1.0,38.075,-1.0,102.01,-8.1,23664.088,-8.1,107.385,3.0,39481.457,-10.3
North Dakota,Private Nonfarm,2017,98.516,-0.9,112.708,1.9,36.964,1.9,97.349,0.5,103.581,3.0,109.72,2.4,23085.222,2.4,102.611,-0.4,-0.9,371.031,624.534,0.5,99.891,0.1,101.396,1.0,106.222,0.9,38.409,0.9,103.406,1.4,23987.966,1.4,109.84,2.3,40722.787,3.1
North Dakota,Private Nonfarm,2018,99.188,0.7,116.169,3.1,38.099,3.1,99.121,1.8,107.422,3.7,115.148,4.9,24227.24,4.9,104.689,2.0,0.7,373.563,635.899,1.8,103.769,3.9,104.618,3.2,106.749,0.5,38.6,0.5,105.81,2.3,24545.662,2.3,110.966,1.0,43872.51,7.7
North Dakota,Private Nonfarm,2019,100.392,1.2,120.082,3.4,39.382,3.4,99.941,0.8,106.195,-1.1,120.011,4.2,25250.507,4.2,107.731,2.9,1.2,378.098,641.161,0.8,107.668,3.8,107.247,2.5,108.384,1.5,39.191,1.5,108.32,2.4,25127.897,2.4,111.464,0.4,45001.178,2.6
Ohio,Private Nonfarm,2007,104.271,,91.429,,30.57,,103.447,,90.92,,94.581,,248006.779,,97.159,,,4971.008,8112.713,,100.508,,96.391,,100.818,,37.832,,104.294,,306917.784,,94.103,,403129.573,
Ohio,Private Nonfarm,2008,102.738,-1.5,93.518,2.3,31.269,2.3,101.918,-1.5,92.347,1.6,95.311,0.8,249922.674,0.8,97.415,0.3,-1.5,4897.955,7992.784,-1.5,99.283,-1.2,96.637,0.3,99.269,-1.5,37.25,-1.5,101.173,-3.0,297733.718,-3.0,96.0,2.0,404465.06,0.3
Ohio,Private Nonfarm,2009,96.856,-5.7,95.919,2.6,32.071,2.6,93.573,-8.2,94.434,2.3,89.755,-5.8,235352.016,-5.8,99.325,2.0,-5.7,4617.529,7338.385,-8.2,92.941,-6.4,95.958,-0.7,102.949,3.7,38.631,3.7,96.333,-4.8,283490.983,-4.8,96.571,0.6,387188.55,-4.3
Ohio,Private Nonfarm,2010,96.051,-0.8,96.259,0.4,32.185,0.4,94.242,0.7,95.347,1.0,90.717,1.1,237874.192,1.1,101.186,1.9,-0.8,4579.14,7390.831,0.7,95.36,2.6,99.28,3.5,101.021,-1.9,37.908,-1.9,95.204,-1.2,280168.482,-1.2,95.131,-1.5,401101.707,3.6
Ohio,Private Nonfarm,2011,97.561,1.6,98.818,2.7,33.041,2.7,96.645,2.5,97.408,2.2,95.502,5.3,250422.39,5.3,102.83,1.6,1.6,4651.159,7579.231,2.5,99.38,4.2,101.864,2.6,100.668,-0.3,37.775,-0.4,97.29,2.2,286306.033,2.2,96.098,1.0,427046.729,6.5
Ohio,Private Nonfarm,2012,100.0,2.5,100.0,1.2,33.436,1.2,100.0,3.5,100.0,2.7,100.0,4.7,262216.902,4.7,100.0,-2.8,2.5,4767.413,7842.378,3.5,100.0,0.6,100.0,-1.8,100.0,-0.7,37.525,-0.7,100.0,2.8,294282.061,2.8,100.0,4.1,441147.098,3.3
Ohio,Private Nonfarm,2013,101.071,1.1,101.964,2.0,34.093,2.0,101.1,1.1,101.609,1.6,103.086,3.1,270307.617,3.1,101.19,1.2,1.1,4818.488,7928.605,1.1,102.303,2.3,101.218,1.2,100.364,0.4,37.661,0.4,101.468,1.5,298601.268,1.5,100.765,0.8,458567.711,3.9
Ohio,Private Nonfarm,2014,102.36,1.3,104.743,2.7,35.022,2.7,102.3,1.2,103.397,1.8,107.153,3.9,280972.284,3.9,104.894,3.7,1.3,4879.922,8022.76,1.2,107.307,4.9,104.833,3.6,101.493,1.1,38.085,1.1,103.828,2.3,305546.722,2.3,99.856,-0.9,489465.09,6.7
Ohio,Private Nonfarm,2015,104.552,2.1,106.24,1.4,35.522,1.4,104.577,2.2,104.674,1.2,111.103,3.7,291331.194,3.7,104.797,-0.1,2.1,4984.41,8201.331,2.2,109.594,2.1,104.823,0.0,103.008,1.5,38.653,1.5,107.722,3.8,317007.622,3.8,101.377,1.5,506068.011,3.4
Ohio,Private Nonfarm,2016,104.459,-0.1,107.173,0.9,35.834,0.9,104.707,0.1,105.851,1.1,112.218,1.0,294254.411,1.0,105.565,0.7,-0.1,4979.996,8211.513,0.1,110.534,0.9,105.816,0.9,102.809,-0.2,38.579,-0.2,107.648,-0.1,316788.273,-0.1,101.524,0.1,516148.769,2.0
Ohio,Private Nonfarm,2017,105.501,1.0,110.908,3.5,37.083,3.5,105.485,0.7,107.871,1.9,116.991,4.3,306771.434,4.3,106.617,1.0,1.0,5029.665,8272.52,0.7,112.465,1.7,106.601,0.7,104.421,1.6,39.183,1.6,110.148,2.3,324146.207,2.3,104.025,2.5,535184.548,3.7
Ohio,Private Nonfarm,2018,106.543,1.0,114.479,3.2,38.277,3.2,106.154,0.6,110.95,2.9,121.524,3.9,318656.305,3.9,108.155,1.4,1.0,5079.34,8324.987,0.6,114.811,2.1,107.76,1.1,105.918,1.4,39.745,1.4,112.436,2.1,330879.032,2.1,105.847,1.8,561942.011,5.0
Ohio,Private Nonfarm,2019,107.117,0.5,118.876,3.8,39.747,3.8,106.561,0.4,112.461,1.4,126.676,4.2,332164.935,4.2,109.791,1.5,0.5,5106.732,8356.907,0.4,116.994,1.9,109.22,1.4,108.032,2.0,40.539,2.0,115.12,2.4,338778.433,2.4,108.275,2.3,580429.722,3.3
Oklahoma,Private Nonfarm,2007,99.564,,84.965,,25.732,,97.435,,94.44,,82.786,,59528.121,,91.151,,,1372.537,2313.373,,88.813,,89.202,,95.38,,32.239,,92.934,,74579.836,,93.214,,114035.386,
Oklahoma,Private Nonfarm,2008,100.62,1.1,87.243,2.7,26.422,2.7,100.096,2.7,101.153,7.1,87.327,5.5,62793.27,5.5,92.083,1.0,1.1,1387.095,2376.549,2.7,92.172,3.8,91.604,2.7,94.278,-1.2,31.866,-1.2,94.369,1.5,75731.44,1.5,94.743,1.6,126761.126,11.2
Oklahoma,Private Nonfarm,2009,96.627,-4.0,88.558,1.5,26.82,1.5,95.5,-4.6,91.164,-9.9,84.573,-3.2,60812.953,-3.2,94.51,2.6,-4.0,1332.057,2267.41,-4.6,90.256,-2.1,93.407,2.0,95.367,1.2,32.234,1.2,91.075,-3.5,73087.961,-3.5,93.703,-1.1,111868.72,-11.7
Oklahoma,Private Nonfarm,2010,95.631,-1.0,90.484,2.2,27.404,2.2,95.606,0.1,96.333,5.7,86.508,2.3,62204.689,2.3,93.469,-1.1,-1.0,1318.327,2269.942,0.1,89.362,-1.0,93.445,0.0,95.704,0.4,32.348,0.4,91.499,0.5,73428.288,0.5,96.806,3.3,117040.73,4.6
Oklahoma,Private Nonfarm,2011,96.534,0.9,95.802,5.9,29.014,5.9,95.539,-0.1,100.461,4.3,91.528,5.8,65814.351,5.8,97.886,4.7,0.9,1330.767,2268.346,-0.1,93.519,4.7,96.877,3.7,98.251,2.7,33.209,2.7,93.868,2.6,75329.031,2.6,97.872,1.1,127733.865,9.1
Oklahoma,Private Nonfarm,2012,100.0,3.6,100.0,4.4,30.286,4.4,100.0,4.7,100.0,-0.5,100.0,9.3,71906.02,9.3,100.0,2.2,3.6,1378.551,2374.262,4.7,100.0,6.9,100.0,3.2,100.0,1.8,33.8,1.8,100.0,6.5,80250.212,6.5,100.0,2.2,135959.203,6.4
Oklahoma,Private Nonfarm,2013,102.204,2.2,103.622,3.6,31.383,3.6,100.4,0.4,102.783,2.8,104.036,4.0,74808.464,4.0,102.723,2.7,2.2,1408.931,2383.754,0.4,103.134,3.1,100.91,0.9,101.997,2.0,34.475,2.0,102.404,2.4,82179.714,2.4,100.875,0.9,144121.501,6.0
Oklahoma,Private Nonfarm,2014,104.346,2.1,106.557,2.8,32.271,2.8,103.255,2.8,103.63,0.8,110.025,5.8,79114.73,5.8,106.807,4.0,2.1,1438.47,2451.543,2.8,110.284,6.9,105.69,4.7,103.712,1.7,35.055,1.7,107.088,4.6,85938.146,4.6,99.765,-1.1,155383.305,7.8
Oklahoma,Private Nonfarm,2015,104.134,-0.2,109.306,2.6,33.104,2.6,101.61,-1.6,92.152,-11.1,111.065,0.9,79862.538,0.9,114.079,6.8,-0.2,1435.544,2412.478,-1.6,115.915,5.1,111.313,5.3,105.86,2.1,35.781,2.1,107.564,0.4,86320.579,0.4,95.816,-4.0,145229.623,-6.5
Oklahoma,Private Nonfarm,2016,104.192,0.1,106.601,-2.5,32.285,-2.5,102.228,0.6,91.069,-1.2,108.976,-1.9,78360.458,-1.9,109.567,-4.0,0.1,1436.341,2427.165,0.6,112.008,-3.4,107.501,-3.4,103.295,-2.4,34.914,-2.4,105.597,-1.8,84741.698,-1.8,97.293,1.5,138685.059,-4.5
Oklahoma,Private Nonfarm,2017,104.599,0.4,108.108,1.4,32.741,1.4,104.031,1.8,95.673,5.1,112.465,3.2,80869.301,3.2,108.902,-0.6,0.4,1441.947,2469.961,1.8,113.292,1.1,108.311,0.8,102.7,-0.6,34.713,-0.6,106.839,1.2,85738.87,1.2,99.27,2.0,147364.958,6.3
Oklahoma,Private Nonfarm,2018,107.971,3.2,111.477,3.1,33.761,3.1,107.388,3.2,100.885,5.4,119.712,6.4,86080.375,6.4,108.823,-0.1,3.2,1488.438,2549.663,3.2,116.862,3.2,108.235,-0.1,103.717,1.0,35.056,1.0,111.379,4.2,89382.167,4.2,102.439,3.2,160291.657,8.8
Oklahoma,Private Nonfarm,2019,107.125,-0.8,114.051,2.3,34.541,2.3,106.853,-0.5,99.299,-1.6,121.867,1.8,87629.565,1.8,112.021,2.9,-0.8,1476.768,2536.971,-0.5,119.697,2.4,111.737,3.2,104.227,0.5,35.229,0.5,111.37,0.0,89374.294,0.0,101.812,-0.6,161599.366,0.8
Oregon,Private Nonfarm,2007,107.225,,87.824,,30.352,,109.861,,95.854,,96.484,,82820.352,,88.418,,,1651.307,2728.68,,97.137,,90.592,,97.889,,34.39,,107.542,,93839.259,,99.327,,124684.876,
Oregon,Private Nonfarm,2008,105.456,-1.6,90.884,3.5,31.409,3.5,106.38,-3.2,95.878,0.0,96.683,0.2,82990.974,0.2,92.681,4.8,-1.7,1624.058,2642.231,-3.2,98.594,1.5,93.493,3.2,97.516,-0.4,34.259,-0.4,103.738,-3.5,90519.514,-3.5,98.061,-1.3,126585.973,1.5
Oregon,Private Nonfarm,2009,97.094,-7.9,93.29,2.6,32.241,2.6,95.763,-10.0,97.403,1.6,89.337,-7.6,76685.578,-7.6,96.913,4.6,-7.9,1495.275,2378.518,-10.0,92.806,-5.9,95.584,2.2,99.813,2.4,35.066,2.4,95.584,-7.9,83404.635,-7.9,96.262,-1.8,121051.107,-4.4
Oregon,Private Nonfarm,2010,95.678,-1.5,93.688,0.4,32.379,0.4,96.561,0.8,97.462,0.1,90.466,1.3,77654.651,1.3,98.59,1.7,-1.5,1473.476,2398.338,0.8,95.199,2.6,99.499,4.1,98.963,-0.9,34.767,-0.9,95.559,0.0,83383.386,0.0,95.028,-1.3,124247.08,2.6
